Date,Open,Max,Min,Close,Volume
2002-02-28,178.47,191.761,167.915,186.19,93590053.885453
2002-03-31,189.098,202.364,178.123,181.117,103600381.94654
2002-04-30,179.187,182.812,145.824,152.599,132533253.23521
2002-05-31,153.552,161.769,147.014,150.597,103958123.19786
2002-06-30,150.597,151.882,132.622,140.499,116862172.14205
2002-07-31,140.547,155.751,111.337,155.751,170844002.8551
2002-08-31,155.238,159.516,136.717,145.824,115707120.27662
2002-09-30,142.665,143.651,113.708,119.229,120346284.96922
2002-10-31,119.703,131.59,103.504,122.121,155915734.46284
2002-11-30,122.278,132.528,112.211,131.172,116210195.22036
2002-12-31,135.339,135.339,116.544,117.789,84194907.895776
2003-01-31,119.229,127.021,108.571,111.919,95191595.886584
2003-02-28,112.927,117.031,103.017,116.307,87525981.767947
2003-03-31,117.031,135.425,112.005,123.317,108158351.95866
2003-04-30,123.57,144.036,123.317,142.429,87526909.699899
2003-05-31,142.429,142.429,132.267,138.798,79671845.135008
2003-06-30,142.296,153.128,137.994,138.718,86252967.029169
2003-07-31,137.75,142.665,130.093,137.538,95238855.676686
2003-08-31,136.38,146.974,131.455,143.011,69544195.247961
2003-09-30,143.894,156.791,141.752,144.178,87500422.383748
2003-10-31,144.178,154.719,135.425,140.311,98508958.961202
2003-11-30,140.499,144.848,132.37,138.664,84905764.702076
2003-12-31,141.207,151.339,139.2,149.827,88499947.2687
2004-01-31,149.93,167.182,149.535,162.629,92004017.61454
2004-02-29,162.936,164.409,156.452,157.287,69896513.619261
2004-03-31,158.108,161.903,139.673,147.416,158801609.17988
2004-04-30,147.117,154.042,144.124,144.848,127785891.16927
2004-05-31,145.682,152.198,142.917,150.512,81542652.424254
2004-06-30,149.93,161.95,147.793,156.696,119195371.35025
2004-07-31,156.696,162.582,152.354,160.816,93457165.398032
2004-08-31,157.901,161.283,151.976,158.594,67386822.007713
2004-09-30,158.594,166.993,157.758,162.407,74649973.886431
2004-10-31,162.983,166.362,157.901,165.038,66075529.758573
2004-11-30,164.935,178.258,163.518,171.01,75122636.526893
2004-12-31,171.01,182.574,170.577,176.525,82796351.961147
2005-01-31,177.54,178.415,169.024,174.728,78321023.746363
2005-02-28,174.097,177.06,169.512,170.246,65059787.009578
2005-03-31,170.577,176.429,169.551,174.397,81684104.289166
2005-04-30,174.979,177.012,169.365,175.075,89115378.142657
2005-05-31,174.5,180.588,171.996,176.429,70025054.409096
2005-06-30,176.429,179.574,165.164,167.567,104507334.51204
2005-07-31,168.551,173.049,164.093,166.858,90012249.127366
2005-08-31,167.182,167.441,158.878,162.542,85294409.514777
2005-09-30,161.666,167.236,159.619,162.832,94435639.810266
2005-10-31,162.503,166.858,158.012,163.991,97300431.050169
2005-11-30,164.306,175.753,162.045,172.759,91192174.900591
2005-12-31,173.39,175.367,169.024,169.512,93950048.323117
2006-01-31,169.741,172.318,157.814,158.389,136170269.19151
2006-02-28,157.949,163.234,155.791,158.972,100124143.21224
2006-03-31,159.462,169.27,157.569,168.221,117976425.46722
2006-04-30,168.26,169.223,159.935,167.284,98567878.197237
2006-05-31,166.008,170.42,162.983,165.701,103539215.87116
2006-06-30,165.889,168.883,158.54,159.407,118175236.47464
2006-07-31,160.098,162.582,155.065,158.108,97990964.750384
2006-08-31,157.901,166.567,155.751,164.723,84023090.695408
2006-09-30,165.307,172.413,163.264,170.726,95000896.349988
2006-10-31,171.207,176.429,168.883,169.796,114566061.0157
2006-11-30,170.246,175.461,167.441,170.624,95007470.576496
2006-12-31,171.097,186.143,169.08,179.959,133438097.32606
2007-01-31,180.905,185.16,172.97,174.342,133936687.47694
2007-02-28,174.979,177.012,166.858,168.836,125345485.98972
2007-03-31,167.401,174.097,163.961,171.01,162838212.18338
2007-04-30,171.01,180.109,167.079,178.258,161910240.88018
2007-05-31,178.068,182.865,176.279,181.747,137983139.7609
2007-06-30,182.244,192.342,177.249,185.16,181170943.58305
2007-07-31,185.82,198.204,182.48,187.466,179972462.97899
2007-08-31,186.702,195.684,175.075,187.978,214474371.82581
2007-09-30,187.844,203.464,185.961,200.213,139371989.85736
2007-10-31,199.653,203.845,190.555,199.071,150172954.02338
2007-11-30,197.769,198.204,176.626,185.199,184840887.79492
2007-12-31,184.74,184.74,174.46,179.281,171152691.92245
2008-01-31,179.431,181.117,159.208,171.01,227703174.10391
2008-02-29,172.136,176.429,160.044,160.295,174848142.20369
2008-03-31,161.227,182.535,153.073,178.998,239452177.52967
2008-04-30,180.69,186.285,152.599,158.012,284921599.72974
2008-05-31,158.642,163.187,146.108,148.559,214247557.83774
2008-06-30,148.709,150.597,126.468,129.069,310180209.57457
2008-07-31,127.713,144.572,123.807,136.813,303204271.04124
2008-08-31,137.538,146.974,134.269,135.899,178738708.26676
2008-09-30,138.026,141.61,107.169,123.317,442641629.95988
2008-10-31,116.07,124.531,83.5435,94.352,763597467.73081
2008-11-30,95.6592,101.757,60.85,83.0471,517372359.31413
2008-12-31,79.1239,93.3432,74.2389,78.3685,436355138.51971
2009-01-31,79.8412,83.3863,57.4176,58.6733,452667157.8256
2009-02-28,58.1826,62.3837,40.6262,41.1564,698487284.24187
2009-03-31,40.0921,54.9022,27.7146,48.8964,1234036288.1694
2009-04-30,47.9306,61.9498,47.3956,61.1707,555563507.26429
2009-05-31,61.6227,70.3608,59.1089,65.2126,414506139.10235
2009-06-30,66.8283,67.6516,54.4138,56.6881,378389534.72377
2009-07-31,56.8788,65.0495,50.7814,64.8165,435200357.03664
2009-08-31,66.0116,71.9638,63.6465,67.2363,360477854.66868
2009-09-30,66.444,84.7406,63.0124,79.3918,548948732.28672
2009-10-31,78.8802,81.5746,68.4308,68.9522,441212524.62668
2009-11-30,69.154,78.5804,68.4308,77.4894,317621906.47766
2009-12-31,78.6828,79.7393,73.1716,73.1716,274481490.6551
2010-01-31,73.604,81.826,73.2644,77.7777,330924724.97498
2010-02-28,78.3685,82.3607,73.7491,77.6965,290602833.2736
2010-03-31,77.8784,91.6097,76.5779,88.0343,429775085.46099
2010-04-30,88.3639,95.2809,87.9162,91.2171,321002172.16789
2010-05-31,91.7598,93.5251,72.535,79.0763,425150661.04995
