Date,Open,Max,Min,Close,Volume
2009-01-18,1812.07,1823.51,1650.18,1705.23,405203546
2009-01-25,1719.43,1719.9,1545.25,1611.48,209706752
2009-02-01,1583.99,1672.89,1570.64,1594.92,138349741
2009-02-08,1574.51,1580.45,1439.67,1531.73,206795119
2009-02-15,1548.37,1594.84,1475.02,1492.21,233700665
2009-02-22,1482.81,1485.29,1253.24,1383.1,241934927
2009-03-01,1428.15,1437.71,1317.06,1372.47,162865337
2009-03-08,1346.52,1487.4,1337.32,1476.46,176790911
2009-03-15,1477.48,1537.46,1430.85,1488.8,185164676
2009-03-22,1504.67,1523.63,1441.02,1506.5,165079457
2009-03-29,1526.93,1650.38,1524.44,1574.81,240818650
2009-04-05,1537.78,1708.2,1480.94,1668.1,539466704
2009-04-12,1698.32,1785.1,1627.74,1784.94,319945757
2009-04-19,1752.32,1814,1698.31,1698.31,366507220
2009-04-26,1705.96,1769.68,1640.9,1767.44,261397315
2009-05-03,1738.83,1802.6,1673.54,1798.51,204373008
2009-05-10,1830.85,1904.18,1820.93,1847.06,525576962
2009-05-17,1849.56,1885.12,1781.63,1810.08,233664405
2009-05-24,1806.88,1920.39,1800.99,1814.62,321642019
2009-05-31,1828.21,1867.33,1774.89,1802.37,286146056
2009-06-07,1849.59,2013.41,1843.56,1962.39,232763133
2009-06-14,1948.83,2041.32,1916.43,2041.32,166789404
2009-06-21,2029.58,2042.7,1900.18,1965.17,287229632
2009-06-28,1954.57,1954.57,1815.21,1858.24,227992703
2009-07-05,1842.59,1911.09,1821.24,1828.27,195276125
2009-07-12,1809.5,1837.98,1786.51,1790.44,506303577
2009-07-19,1773.75,1930.63,1758.19,1897.32,243860755
2009-07-26,1928.63,2112.93,1928.09,2083.95,217610421
2009-08-02,2123.48,2170.16,2012.02,2137.56,200040676
2009-08-09,2141.05,2186.3,2043.7,2116.05,180665957
2009-08-16,2130.39,2160.67,2032.49,2097.16,224991389
2009-08-23,2055.26,2241.05,2019.65,2234.63,199711566
2009-08-30,2254.75,2317.07,2214.78,2235.91,215502506
2009-09-06,2221.88,2245.14,2106.81,2117.09,200004656
2009-09-13,2165.16,2259.27,2148.76,2148.76,189308899
2009-09-20,2118.75,2182.74,2087.15,2147.28,213770692
2009-09-27,2156.29,2296.92,2135.39,2245.27,389941953
2009-10-04,2254.16,2271.23,2144.13,2144.13,234364864
2009-10-11,2160.11,2235.48,2136.65,2211.26,163022895
2009-10-18,2225.21,2325.82,2202.45,2272.37,340469304
2009-10-25,2289.91,2416.97,2289.17,2412.18,204146714
2009-11-01,2398.09,2411.71,2245.42,2274.72,240432620
2009-11-08,2244.13,2315.73,2193.87,2276.74,177107191
2009-11-15,2312.41,2393.6,2306.16,2356.59,175468154
2009-11-22,2408.64,2441.79,2315.37,2347.67,348256890
2009-11-29,2378.87,2411.7,2236.63,2316.97,226709893
2009-12-06,2345.84,2453.17,2328.42,2448.25,135525688
2009-12-13,2430.49,2443.58,2309.93,2333.97,127657340
2009-12-20,2370.52,2373.26,2309.95,2322.64,157937631
2009-12-27,2322.34,2375.15,2318.7,2371.07,77045452
2010-01-03,2402.91,2418.9,2387.98,2388.72,94898344
2010-01-10,2403.01,2480.91,2403.01,2440.42,153389866
2010-01-17,2465.27,2476.23,2427.9,2442.38,177140822
2010-01-24,2441.74,2501.61,2399.73,2407.78,250439951
2010-01-31,2409.93,2425.93,2348.62,2382.64,128567352
2010-02-07,2364.11,2402.24,2195.65,2195.65,150657828
2010-02-14,2220.85,2245.89,2165.2,2216.71,388636370
2010-02-21,2230.44,2290.06,2218.2,2249.48,211067266
2010-02-28,2282.03,2284.74,2185.14,2265.01,218083813
2010-03-07,2280.01,2395.44,2261.52,2389.37,333748362
2010-03-14,2402.38,2445.13,2374.53,2415.82,296595425
2010-03-21,2416.21,2496.88,2385.36,2441.39,586888750
2010-03-28,2446.1,2513.56,2411.91,2495.65,321051797
2010-04-04,2502.2,2552.5,2480.59,2552.5,160258426
2010-04-11,2565.41,2576.75,2517.96,2553.58,134754828
2010-04-18,2547.91,2619.13,2547.91,2594.83,121709294
2010-04-25,2542.55,2596.1,2483.31,2514.63,196299145
2010-05-02,2550.09,2582.49,2472.76,2547.52,113988348
2010-05-09,2566.41,2567.55,2334.9,2336.99,185500814
2010-05-16,2415.37,2495.59,2389.61,2389.61,341926331
2010-05-23,2369.89,2444.61,2258.96,2308.92,346625770
2010-05-30,2332.61,2427.11,2260.87,2427.11,312883184
2010-06-06,2414.56,2433.81,2334.79,2354.86,183935117
2010-06-13,2323.61,2393.18,2307.76,2378.4,201350332
2010-06-20,2392.82,2417.3,2337.15,2361.16,269393744
2010-06-27,2393.65,2402.54,2301.5,2337.98,165418320
2010-07-04,2341.31,2348.86,2240.19,2300.67,153825943
2010-07-11,2303.05,2350.98,2284.11,2333.6,100095516
2010-07-18,2332.96,2415.06,2326.94,2375.24,99365942
2010-07-25,2366.68,2470.78,2355.72,2460.96,147140887
2010-08-01,2479.67,2507.21,2449.24,2474.67,183197834
2010-08-08,2489.87,2563.13,2487.01,2548.63,226110101
2010-08-15,2552.41,2561.42,2442.68,2452.05,150590521
2010-08-22,2465.03,2502.44,2430.11,2445.14,91372269
2010-08-29,2442.5,2473.45,2384.93,2430.39,88045574
2010-09-05,2438.22,2480.06,2372.96,2476.19,142153615
2010-09-12,2472.01,2542.3,2467.1,2524.48,166744097
2010-09-19,2565.86,2572.6,2533.74,2539.42,200740187
2010-09-26,2537.85,2606.78,2535.23,2606.78,106047450
2010-10-03,2612.52,2619.64,2567.32,2611.3,134627220
2010-10-10,2608.61,2686.35,2592.02,2609.15,148992595
2010-10-17,2622.79,2703.31,2603.84,2654.25,159709584
2010-10-24,2652.99,2676.95,2592.69,2641.6,288997191
2010-10-31,2660.72,2664.63,2611.25,2651.27,230856312
2010-11-07,2661.22,2744.18,2658.51,2733.37,138026090
2010-11-14,2738.35,2769.26,2680.28,2739.5,128005696
2010-11-21,2733.86,2739.1,2636.8,2655.84,440372707
2010-11-28,2658.4,2674.79,2607.4,2641.81,136076797
2010-12-05,2640.96,2714.7,2606.3,2712.09,157639735
2010-12-12,2716.54,2782.92,2699.62,2763.26,162629971
2010-12-19,2775.29,2787.09,2742.49,2759.52,252223049
2010-12-26,2757.99,2780.81,2728.55,2768.66,53584654
2011-01-02,2771.4,2775.89,2740.49,2744.17,57019763
2011-01-09,2754.67,2784.72,2664.7,2682,83799583
2011-01-16,2674.3,2730.58,2631.53,2704.88,127790298
2011-01-23,2701.75,2809,2699.34,2733.31,116861599
2011-01-30,2736.95,2745.29,2688.09,2704.92,111746054
2011-02-06,2685.71,2766.02,2660.51,2742.34,123198711
2011-02-13,2751.39,2763.01,2694.55,2727.06,130033177
2011-02-20,2741.99,2745.13,2627.95,2663.53,102028105
2011-02-27,2670.24,2683.56,2638.72,2673.52,97919530
2011-03-06,2676.19,2800.7,2666.79,2783.11,122890479
2011-03-13,2785.23,2820.13,2731.04,2749.3,129538828
2011-03-20,2743.35,2779.69,2697.69,2779.69,165993609
2011-03-27,2788.71,2813.89,2754.1,2813.89,129179629
2011-04-03,2806.83,2877.24,2801.23,2877.24,135740341
2011-04-10,2874.01,2942.39,2869.49,2903.53,133576940
2011-04-17,2914.84,2926.79,2878.84,2917.21,90969653
2011-04-24,2918.45,2938.04,2863.59,2908.02,64406542
2011-05-01,2905.06,2933.43,2896.82,2913.13,65378144
2011-05-08,2919.05,2919.81,2845.32,2867.19,94294435
2011-05-15,2874.5,2877.64,2810.12,2822.57,179030539
2011-05-22,2815.22,2861.97,2805.67,2829.43,135501893
2011-05-29,2800.66,2881.22,2785.13,2866.63,117036076
2011-06-05,2875.6,2916.64,2865.93,2883.82,121413178
2011-06-12,2883.5,2903.3,2847.86,2852.16,125784183
2011-06-19,2852.82,2882.25,2850.55,2880.13,162383722
2011-06-26,2851.4,2859.11,2790.64,2801.59,87785708
2011-07-03,2792.76,2830.23,2755.35,2813.35,104974731
2011-07-10,2825.82,2829.1,2771.79,2793.62,95116619
2011-07-17,2782.77,2787.06,2699.35,2747.6,96830779
2011-07-24,2722.52,2743.46,2662.09,2743.46,103218936
2011-07-31,2722.54,2738.99,2667.83,2726.31,81248598
2011-08-07,2744.18,2751.14,2369.86,2447.21,135317253
2011-08-14,2410.38,2480.15,2115.38,2331.53,250652164
2011-08-21,2342.31,2407.2,2164.32,2252.4,126782721
2011-08-28,2244.84,2334.8,2243.77,2313.3,99182612
2011-09-04,2313.3,2452.41,2299.27,2359.75,149295673
2011-09-11,2304.96,2391.07,2248.74,2248.74,123311366
2011-09-18,2198.89,2320.14,2153.73,2298.52,140940497
2011-09-25,2253.43,2314.17,2018.99,2101.23,163957863
2011-10-02,2055.2,2228.19,2042.42,2188.73,148694628
2011-10-09,2123.14,2210.16,2049.88,2190.35,138590771
2011-10-16,2212.23,2329.59,2190.1,2300.65,119995804
2011-10-23,2322.97,2336.21,2222.09,2305.42,102290991
2011-10-30,2330.17,2433.44,2315.31,2409.3,110708629
2011-11-06,2392.53,2423.55,2314.7,2362.72,91950197
2011-11-13,2347.31,2416.48,2264.85,2288.44,91968810
2011-11-20,2355.27,2361.47,2239.88,2239.88,104045901
2011-11-27,2229.68,2230.49,2116.61,2163.8,115652994
2011-12-04,2188.99,2303.75,2164.89,2257.9,118840020
2011-12-11,2279.03,2305.96,2174.07,2226.88,121423735
2011-12-18,2216.15,2219.02,2111.44,2116.03,171018406
2011-12-25,2115.41,2168.83,2090.52,2168.83,68816167
2012-01-01,2169.08,2178.34,2128.15,2144.48,44694708
2012-01-08,2150.6,2207.93,2133.77,2157.43,118527256
2012-01-15,2164.2,2192.63,2119.32,2166.38,116115000
2012-01-22,2153.32,2261.02,2150.77,2261.02,163604611
2012-01-29,2260.36,2330.56,2243.1,2306.37,156222487
2012-02-05,2299.47,2397.61,2286.35,2374.47,119280770
2012-02-12,2370.99,2401.5,2324.97,2324.97,130268775
2012-02-19,2345.79,2360.73,2316.11,2359.89,106253224
2012-02-26,2369.07,2379.84,2297.46,2311.89,122536972
2012-03-04,2314.36,2342,2288.23,2325.26,106797756
2012-03-11,2307.69,2315.66,2235.96,2286.02,120645793
2012-03-18,2288.12,2352.28,2275.89,2337.92,178166682
2012-03-25,2337.99,2337.99,2246.19,2284.34,247685930
2012-04-01,2281.72,2334.96,2266.41,2286.53,173252019
2012-04-08,2286.36,2313.81,2241.73,2263.35,159668668
2012-04-15,2252.5,2278.58,2213.05,2249.93,235281821
2012-04-22,2244.33,2276.89,2208.92,2221.91,215425713
2012-04-29,2212.52,2244.3,2157.33,2244.3,192109337
2012-05-06,2245.4,2251.74,2204.11,2210.08,91438239
2012-05-13,2179,2217.4,2151.6,2178.77,135825851
2012-05-20,2168.04,2168.04,2035.67,2060.99,199409914
2012-05-27,2080.16,2111.51,2009.3,2037.18,152365189
2012-06-03,2055.14,2100.13,2044.48,2071.54,147096027
2012-06-10,2065.45,2153.86,2039.72,2153.86,111658224
2012-06-17,2167.34,2248.11,2161.56,2233.38,248880605
2012-06-24,2259.05,2276.39,2219.09,2242.15,178830334
2012-07-01,2230.55,2276.19,2208.35,2275.3,134157282
2012-07-08,2266.57,2302.06,2248.64,2273.28,118704687
2012-07-15,2263.46,2268.51,2142.07,2191.41,127081560
2012-07-22,2193.26,2198.92,2163.31,2172.56,129922292
2012-07-29,2140.94,2168.36,2089.08,2162.64,126249409
2012-08-05,2168.5,2229.01,2160.29,2222.64,97336049
2012-08-12,2226.56,2326.61,2223.2,2313.09,121409493
2012-08-19,2304.41,2351.85,2298.32,2313.69,115635460
2012-08-26,2294.42,2313.24,2263.98,2283.08,117697426
2012-09-02,2281.74,2294.6,2224.38,2258.29,150565809
2012-09-09,2261.63,2325.94,2244.78,2317.21,121593849
2012-09-16,2318.43,2424.09,2318.2,2417.32,196007772
2012-09-23,2408.57,2422.1,2372.93,2380.32,202909706
2012-09-30,2375.26,2386.63,2346.97,2371.42,168534157
2012-10-07,2363.98,2416.45,2357.28,2411.07,197904211
2012-10-14,2399.62,2407.66,2364.07,2375.91,200591499
2012-10-21,2371.08,2406.79,2350.25,2350.25,204202317
2012-10-28,2354.3,2361.73,2303.33,2320.08,132321400
2012-11-04,2313.94,2345.99,2311.12,2345.99,97991481
2012-11-11,2325.79,2353.23,2306.35,2323.97,168347075
2012-11-18,2319.92,2383.53,2318.8,2367.74,189027241
2012-11-25,2379.67,2409.8,2370.15,2398.39,125547770
2012-12-02,2398.63,2424.47,2388.54,2421.54,182483687
2012-12-09,2419.92,2486.42,2419.92,2450.74,154068522
2012-12-16,2450.99,2536.8,2448.64,2536.8,195832213
2012-12-23,2532.75,2609.06,2527.73,2583.06,386939475
2012-12-30,2581.96,2618.06,2577.79,2582.98,94837402
2013-01-06,2618.86,2634.18,2592.47,2601.73,131453644
2013-01-13,2600.21,2602.15,2550.52,2557.93,151984711
2013-01-20,2567.29,2585.63,2520.28,2572.14,146454185
2013-01-27,2570.44,2584.11,2533.01,2542.32,154449070
2013-02-03,2534.4,2539.89,2480.56,2499.19,210770910
2013-02-10,2511.9,2520.16,2454.2,2495.42,228896418
2013-02-17,2501.76,2513.11,2443.72,2467.63,339563912
2013-02-24,2475.15,2493.83,2407.65,2437.24,200534250
2013-03-03,2440.83,2466.39,2420.82,2452.86,174646907
2013-03-10,2440.98,2505.66,2432.2,2490.7,189430392
2013-03-17,2491.79,2518.12,2467.99,2486.3,175009860
2013-03-24,2458.58,2468.03,2367.71,2370.02,184488773
2013-03-31,2401.48,2401.48,2330.45,2370.07,148439436
2013-04-07,2373.73,2382.59,2318.03,2346.37,124288732
2013-04-14,2364.48,2409.02,2338.26,2397.08,175498956
2013-04-21,2381.83,2394.29,2257.39,2277.71,232650600
2013-04-28,2287.58,2305.34,2251.8,2294.06,642012598
2013-05-05,2304.01,2329.23,2277.86,2305.9,382790355
2013-05-12,2323.45,2376.32,2312.17,2338.16,153814716
2013-05-19,2332.79,2408.86,2331.35,2391.07,150318821
2013-05-26,2399.34,2413.42,2330.01,2384.58,156894479
2013-06-02,2398,2488.85,2397.84,2485.5,178922884
2013-06-09,2455.33,2505.57,2439.05,2488.84,140140247
2013-06-16,2492.19,2512.99,2450.62,2478.43,216131252
2013-06-23,2484.38,2486.16,2215.6,2233.64,338749762
2013-06-30,2239.58,2263.12,2150.82,2245.64,178184393
2013-07-07,2246.74,2296,2230.86,2253.49,99541678
2013-07-14,2259.32,2309.37,2199.28,2302.81,86331562
2013-07-21,2298.88,2320.76,2277.94,2313.31,75207085
2013-07-28,2320.26,2333.88,2289.47,2291.1,73618085
2013-08-04,2293.44,2408.98,2281.5,2401.85,91185738
2013-08-11,2410.42,2431.15,2350.96,2414.28,84084833
2013-08-18,2415.45,2475.83,2403.27,2445.6,74898440
2013-08-25,2447.66,2447.66,2383.15,2417.23,93603698
2013-09-01,2433.1,2442.15,2344.57,2384.22,94371544
2013-09-08,2407.47,2411.51,2166.14,2238.98,172383694
2013-09-15,2259.44,2399.23,2247.26,2375.44,131803186
2013-09-22,2409.96,2421.13,2332.83,2408.16,115830314
2013-09-29,2399.44,2447.95,2379.19,2422.46,139435383
2013-10-06,2402.4,2427.4,2377.32,2394.59,105244843
2013-10-13,2386.07,2500.51,2356.84,2489.64,146635317
2013-10-20,2478.93,2541.69,2454.1,2485.13,114564863
2013-10-27,2495.4,2567.31,2494.25,2537.62,127608951
2013-11-03,2556.69,2588.59,2527.04,2528.97,89312056
2013-11-10,2546.2,2562.88,2491.74,2509.11,83523073
2013-11-17,2516.63,2551.68,2460.86,2547.01,80397511
2013-11-24,2552.71,2622.25,2550.99,2590.48,105484061
2013-12-01,2619.94,2625.83,2558.85,2584.68,95609248
2013-12-08,2578.62,2592.45,2466.76,2479.16,106214960
2013-12-15,2501,2504.41,2411.57,2429.67,99599518
2013-12-22,2425.26,2436.68,2364.12,2408.84,150825103
2013-12-29,2431.43,2431.43,2400.84,2404.35,25902311
2014-01-05,2409.44,2431.86,2395.24,2405.22,32711126
2014-01-12,2384.99,2385.49,2304.1,2327.89,101375216
2014-01-19,2338.79,2418.02,2337.12,2376.28,95047074
2014-01-26,2370.21,2443.84,2347.44,2347.44,113166032
2014-02-02,2326.74,2367.6,2279.64,2355.89,147161062
2014-02-09,2360.19,2423.75,2334.5,2420.94,128578517
2014-02-16,2419.07,2498.11,2405.17,2482.75,125309427
2014-02-23,2487.13,2496.39,2450.51,2487.72,83378485
2014-03-02,2486.16,2526.9,2454.13,2518.53,97697141
2014-03-09,2427.93,2467.11,2389.89,2435.15,156879908
2014-03-16,2420.29,2429.53,2299.01,2341.98,131736096
2014-03-23,2348.91,2403.4,2344.78,2365.96,151257337
2014-03-30,2377.01,2445.94,2351.09,2433.74,92095768
2014-04-06,2447.54,2477.41,2439.48,2471.5,96225467
2014-04-13,2448.8,2485.33,2435.63,2464.12,125772408
2014-04-20,2449.44,2452.17,2395.09,2433.91,63115777
2014-04-27,2431.46,2475.2,2427.58,2429.8,78287913
2014-05-04,2431.39,2457.1,2427.16,2432.06,69135652
2014-05-11,2430.16,2433.34,2371.56,2387.81,89599954
2014-05-18,2389.34,2431.16,2376.64,2392.89,92695096
2014-05-25,2396.05,2482.55,2388.33,2465.52,88137792
2014-06-01,2478.36,2487.77,2429.51,2429.51,91321164
2014-06-08,2438.21,2498.7,2426.05,2498.7,96592541
2014-06-15,2505.2,2505.3,2464.27,2471.82,72359689
2014-06-22,2435.63,2474.16,2425.86,2462.13,95729454
2014-06-29,2464.25,2478.84,2396.91,2399.63,78502393
2014-07-06,2411.65,2416.19,2360.54,2363,99950860
2014-07-13,2365.95,2388.09,2317.21,2372.05,79941042
2014-07-20,2382.61,2404.25,2376.76,2393.95,71426387
2014-07-27,2398.1,2414.92,2377.84,2406.32,79119321
